Protein.Group,Protein.Names,Genes,First.Protein.Description,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_1.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_2.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_3.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_4.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_5.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_6.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_7.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_8.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_9.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_10.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_11.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_12.raw
O15228,GNPAT_HUMAN,GNPAT,Dihydroxyacetone phosphate acyltransferase,,,,,243807,249597,354735,309805,329440,218952,256052,440906
O15230,LAMA5_HUMAN,LAMA5,Laminin subunit alpha-5,,,,,446726,416514,487299,440349,300163,295020,288142,291685
O15232,MATN3_HUMAN,MATN3,Matrilin-3,,,,,,,,,318781,273509,299006,340134
O15235,RT12_HUMAN,MRPS12,Small ribosomal subunit protein uS12m,1839470,799245,547264,681441,1323530,1601490,1206100,1335250,1630080,2105650,1900580,1131950
O15258,RER1_HUMAN,RER1,Protein RER1,,256747,,,4651360,4709200,4016940,3764080,3977370,3712160,3756040,3395110
O15260,SURF4_HUMAN,SURF4,Surfeit locus protein 4,,,,,4500970,4266870,4471620,5121180,7875570,6555860,7863420,8803130
O15269,SPTC1_HUMAN,SPTLC1,Serine palmitoyltransferase 1,357805,367588,353173,310291,4764760,4849770,4448820,3966390,3245170,3496660,3482430,3381950
O15270,SPTC2_HUMAN,SPTLC2,Serine palmitoyltransferase 2,,249916,,,2285040,1656950,2346430,1923660,1904630,2099140,1918290,1581150
O15287,FANCG_HUMAN,FANCG,Fanconi anemia group G protein,,,,31724.1,317824,423447,763604,345135,282700,325431,428497,558453
O15294,OGT1_HUMAN,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,721306,292442,304444,427747,417120,407762,445609,384887,419270,392204,458797,420056
O15305,PMM2_HUMAN,PMM2,Phosphomannomutase 2,100781,,,50590.5,,156934,177772,112850,164076,,,121970
O15321,TM9S1_HUMAN,TM9SF1,Transmembrane 9 superfamily member 1,,,,,1988400,1888430,2161130,1731200,4236060,3791750,4121820,4646020
O15344,TRI18_HUMAN,MID1,E3 ubiquitin-protein ligase Midline-1,8185710,7739630,6518010,6762990,9951530,9324060,10872600,8510170,8677460,9498280,8953140,8725500
O15350,P73_HUMAN,TP73,Tumor protein p73,,,,,234528,207326,427965,136437,,,,
O15355,PPM1G_HUMAN,PPM1G,Protein phosphatase 1G,,,,,4686040,4598550,3512550,5141510,2641160,3254130,,2551040
O15360,FANCA_HUMAN,FANCA,Fanconi anemia group A protein,,,,,1315930,892080,1300850,793081,1266680,2159750,1499520,1250660
O15371,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,4595960,3190300,3161700,2981270,4443630,3825680,4137800,4103380,5353970,5342570,4467190,3906590
O15372,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,976419,931500,771364,627763,729180,647080,754268,,944553,906567,835187,584181
O15397,IPO8_HUMAN,IPO8,Importin-8,,,,,2835810,2651710,3503020,2921500,2939370,3498520,3397310,2906640
O15439,MRP4_HUMAN,ABCC4,ATP-binding cassette sub-family C member 4,,,,,174632,195701,261040,152329,95477,94656.7,87227.5,97617.6
O15460,P4HA2_HUMAN,P4HA2,Prolyl 4-hydroxylase subunit alpha-2,,,,,509047,412985,396098,515620,3041740,2060350,1946000,2038260
O15479,MAGB2_HUMAN,MAGEB2,Melanoma-associated antigen B2,,,,,29527.8,36173.8,42154.9,37978.6,52725.2,49092.1,49815.1,38902.4
O15511,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,325042,171756,104572,136747,252059,269400,260801,261191,229202,222266,231235,240973
O15533,TPSN_HUMAN,TAPBP,Tapasin,,,,,233648,,255016,410196,1335630,1420310,1132030,1492650
O43143,DHX15_HUMAN,DHX15,ATP-dependent RNA helicase DHX15,7440710,6177420,6402560,6354820,7892200,7653310,8668300,7574430,9013770,7919620,7201680,7118940
O43149,ZZEF1_HUMAN,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,,,,,54581.5,56265.1,73946.4,38449.7,,,,
O43156,TTI1_HUMAN,TTI1,TELO2-interacting protein 1 homolog,,,,,596663,683169,753594,493211,477805,435237,608624,605062
O43164,PJA2_HUMAN,PJA2,E3 ubiquitin-protein ligase Praja-2,,,,,1607700,1240120,1173720,1146830,469322,435453,560228,296436
O43175,SERA_HUMAN,PHGDH,D-3-phosphoglycerate dehydrogenase,63306100,52677300,45720700,45459200,119263000,114202000,126754000,105429000,100787000,108222000,101864000,91872500
O43181,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",,,,,4996980,3813800,,4050970,,611674,,543709
O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,3119450,3076720,2785840,2586130,6528060,6019220,6908020,5755550,4738320,5142250,5087630,4531150
O43257,ZNHI1_HUMAN,ZNHIT1,Zinc finger HIT domain-containing protein 1,,,,,,,,,524471,450014,421036,370495
O43264,ZW10_HUMAN,ZW10,Centromere/kinetochore protein zw10 homolog,463681,207648,356256,307819,4050160,3111670,4756860,3871340,4535940,4215320,4496540,4472210
O43286,B4GT5_HUMAN,B4GALT5,"Beta-1,4-galactosyltransferase 5",,102558,123163,117573,407868,633546,521915,452963,416734,544914,436459,404961
O43290,SNUT1_HUMAN,SART1,U4/U6.U5 tri-snRNP-associated protein 1,1884700,1707320,1535760,1448900,1855760,1477230,1883210,1659030,1742360,1765040,1465850,1481080
O43291,SPIT2_HUMAN,SPINT2,Kunitz-type protease inhibitor 2,,,,,,,,,129461,62674.8,50118.2,67823.8
O43292,GPAA1_HUMAN,GPAA1,Glycosylphosphatidylinositol anchor attachment 1 protein,,,,,3130740,3690230,2840040,2640780,12976500,12481500,12165300,11882500
O43301,HS12A_HUMAN,HSPA12A,Heat shock 70 kDa protein 12A,,,,,492208,519605,486597,417215,342614,298019,389400,237350
O43303,CP110_HUMAN,CCP110,Centriolar coiled-coil protein of 110 kDa,,72469.1,95191.2,,218231,192218,154502,164021,101539,74803.1,144816,114501
O43324,MCA3_HUMAN,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,,,,,705115,747592,784640,608655,800682,700558,712626,635383
O43347,MSI1H_HUMAN,MSI1,RNA-binding protein Musashi homolog 1,,,,,325796,352172,445288,399397,212008,258847,291559,291144
O43379,WDR62_HUMAN,WDR62,WD repeat-containing protein 62,,,,,,135168,167509,,,,,
O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,4118620,2755910,3340830,2946110,3445620,3102850,3371130,3608130,3233010,3420220,2733980,3475500
O43402,EMC8_HUMAN,EMC8,ER membrane protein complex subunit 8,,,,,1578080,1490360,1999060,1577890,2704490,2623970,2742870,3412110
O43405,COCH_HUMAN,COCH,Cochlin,,,,,2446570,2575120,2726870,2392230,3725030,3184070,3639330,3291560
O43422,P52K_HUMAN,THAP12,52 kDa repressor of the inhibitor of the protein kinase,823507,,,678994,473116,538717,405899,392331,,,396138,
O43427,FIBP_HUMAN,FIBP,Acidic fibroblast growth factor intracellular-binding protein,,,63549.8,,48682.8,80800.2,58762.2,78556.7,88399.4,92132.7,78443.9,35088.8
O43432,IF4G3_HUMAN,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,95137.6,173154,130735,95330.8,210290,127943,207594,110716,208127,156863,181943,159437
O43447,PPIH_HUMAN,PPIH,Peptidyl-prolyl cis-trans isomerase H,215929,171833,178589,235315,,112921,164274,,253466,235010,317019,137048
O43462,MBTP2_HUMAN,MBTPS2,Membrane-bound transcription factor site-2 protease,,,,,,,,,1391940,1245210,1351260,918907
O43464,HTRA2_HUMAN,HTRA2,"Serine protease HTRA2, mitochondrial",,,,,565687,565588,578318,567674,288613,304948,,348211
O43502,RA51C_HUMAN,RAD51C,DNA repair protein RAD51 homolog 3,,,,,434268,320696,420246,331201,281462,333108,284649,283281
O43505,B4GA1_HUMAN,B4GAT1,"Beta-1,4-glucuronyltransferase 1",,,,,2086630,2078470,1610310,1359850,3677390,3898890,3636700,3447480
O43521,B2L11_HUMAN,BCL2L11,Bcl-2-like protein 11,,,,,135587,206916,241078,178552,363042,532567,370857,533958
O43529,CHSTA_HUMAN,CHST10,Carbohydrate sulfotransferase 10,,,,,358435,354480,375975,302624,1867450,2009090,1900860,1798260
O43542,XRCC3_HUMAN,XRCC3,DNA repair protein XRCC3,,,,,604053,856087,618663,462255,820051,595393,528528,663309
O43572,AKA10_HUMAN,AKAP10,"A-kinase anchor protein 10, mitochondrial",,,,,378805,439529,357463,337509,326825,328879,374542,292625
O43592,XPOT_HUMAN,XPOT,Exportin-T,1616360,1672840,1625360,1492570,7025600,6794930,7039400,5901680,5848550,6608190,6001820,5646460
O43615,TIM44_HUMAN,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,377737,825759,445987,477528,4621050,3535620,3286570,2469160,3127440,3665290,4405080,4296310
O43663,PRC1_HUMAN,PRC1,Protein regulator of cytokinesis 1,5639260,4509630,4452860,4226530,4221250,3916610,4486610,3648270,3751480,4195220,3897140,3947970
O43670,ZN207_HUMAN,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,1107480,863046,785010,818319,901225,952645,1192110,974178,1046490,1080010,980914,918251
O43676,NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,,,,,650720,414048,502159,305475,512193,477844,268515,386483
O43681,GET3_HUMAN,GET3,ATPase GET3,1517740,1452760,1098570,1386710,1787510,1478210,1669070,1546450,1663250,1369160,1271190,1320060
O43684,BUB3_HUMAN,BUB3,Mitotic checkpoint protein BUB3,14122000,9323580,11586500,10740700,15392700,13098600,10594100,12760700,11773700,13716900,11084200,13099000
O43707,ACTN4_HUMAN,ACTN4,Alpha-actinin-4,,86148.2,112254,98588.9,222540,137323,134055,140910,167143,144274,,163125
O43731,ERD23_HUMAN,KDELR3,ER lumen protein-retaining receptor 3,,437843,236353,305026,6713470,5744120,6107460,4639600,5801710,6191540,6149080,5896810
O43739;Q15438;Q99418,CYH1_HUMAN;CYH2_HUMAN;CYH3_HUMAN,CYTH1;CYTH2;CYTH3,Cytohesin-3,379065,446766,,412418,1278680,1312000,1279780,1131160,775623,900607,841616,969373
O43747,AP1G1_HUMAN,AP1G1,AP-1 complex subunit gamma-1,,,,,194234,197815,226438,224111,206490,198338,181618,186268
O43759,SNG1_HUMAN,SYNGR1,Synaptogyrin-1,,,,,682701,554735,741457,537976,1202310,1485880,1328560,1263740
O43765,SGTA_HUMAN,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,402792,329791,313236,328023,351224,351878,401145,349991,369915,458198,356892,413431
O43772,MCAT_HUMAN,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,,,65317.9,,618564,816333,577004,710116,277114,294324,235916,203781
O43776,SYNC_HUMAN,NARS1,"Asparagine--tRNA ligase, cytoplasmic",562854,1022260,905400,643900,834178,1367630,1018070,807894,956279,996619,1199180,1191390
O43795,MYO1B_HUMAN,MYO1B,Unconventional myosin-Ib,,,,,578454,459946,406332,436427,165756,213234,215912,216822
O43808,PM34_HUMAN,SLC25A17,Peroxisomal membrane protein PMP34,376879,342377,365758,569860,6011430,5973700,6453540,6002600,4864890,4790430,4620200,4934040
O43809,CPSF5_HUMAN,NUDT21,Cleavage and polyadenylation specificity factor subunit 5,441574,585521,541758,675523,893158,714936,839295,879998,,979357,1295570,620382
O43813,LANC1_HUMAN,LANCL1,Glutathione S-transferase LANCL1,,,,,713944,622926,545412,585013,633503,605562,587465,375164
O43818,U3IP2_HUMAN,RRP9,U3 small nucleolar RNA-interacting protein 2,93508.4,,79226.7,186275,112676,88893.9,150157,149508,77002.7,82120.1,149403,150122
O43819,SCO2_HUMAN,SCO2,"Protein SCO2 homolog, mitochondrial",,,,,24542500,23169200,23610100,24685500,9929080,8624910,6024360,7938920
O43822,CF410_HUMAN,CFAP410,Cilia- and flagella-associated protein 410,1056710,1232280,881922,996115,585273,629259,671642,710571,315383,465211,422342,492151
O43823,AKAP8_HUMAN,AKAP8,A-kinase anchor protein 8,,,,,,200547,,,,,,
O43824,GTPB6_HUMAN,GTPBP6,Putative GTP-binding protein 6,1043750,757629,703644,794307,2213640,2146400,2048980,2232430,1247450,1129990,1128880,1008390
O43837,IDH3B_HUMAN,IDH3B,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial",949643,1076780,873402,906668,3779710,3114580,3846230,3571320,3293460,2928430,3225810,3018110
O43847,NRDC_HUMAN,NRDC,Nardilysin,141440,126332,,121616,172803,183544,205000,198824,236914,172566,213142,194332
O43852,CALU_HUMAN,CALU,Calumenin,,674396,362859,680728,7297220,6643560,7671120,6801410,7693450,7416810,7166600,7163170
O43900,PRIC3_HUMAN,PRICKLE3,Prickle planar cell polarity protein 3,,,,,,360482,413107,1301850,,,1732520,280101
O43909,EXTL3_HUMAN,EXTL3,Exostosin-like 3,,,,,812125,809612,784404,762632,1967480,2066080,1928310,2001280
O43913,ORC5_HUMAN,ORC5,Origin recognition complex subunit 5,,,,,410923,,396794,505351,,346853,502189,286217
O43920,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,,,,,,,457742,,,271005,388517,318591
O43929,ORC4_HUMAN,ORC4,Origin recognition complex subunit 4,329715,273561,290076,,634110,464102,730308,658890,925899,825526,849602,509739
O43933,PEX1_HUMAN,PEX1,Peroxisomal ATPase PEX1,,,,,731826,728411,861361,754805,546124,619422,550674,540912
O60231,DHX16_HUMAN,DHX16,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,190597,312559,331028,342512,369111,274534,342478,364225,275457,257772,307879,265315
O60242,AGRB3_HUMAN,ADGRB3,Adhesion G protein-coupled receptor B3,,,,,,,,,31398.8,26954,25690.9,28178.4
O60243,H6ST1_HUMAN,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1,,,,,574508,524375,683158,592560,1178530,1318660,924206,1052700
O60264,SMCA5_HUMAN,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,370366,290378,,276173,326738,481372,487573,,368023,311685,331808,292824
O60291,MGRN1_HUMAN,MGRN1,E3 ubiquitin-protein ligase MGRN1,,,,,1008760,1260630,874772,701855,1490170,1721970,1644830,1595270
O60306,AQR_HUMAN,AQR,RNA helicase aquarius,338822,328011,248045,314086,328005,379230,375300,433305,259014,260446,285183,300851
O60313,OPA1_HUMAN,OPA1,"Dynamin-like 120 kDa protein, mitochondrial",468285,401410,327660,230176,5266090,3781150,5717950,3538920,3985630,6032790,5293620,5798820
O60318,GANP_HUMAN,MCM3AP,Germinal-center associated nuclear protein,,,,,71347.6,105791,98945.5,66580.7,58606.3,60193.7,43968.3,43300.2
O60337,MARH6_HUMAN,MARCHF6,E3 ubiquitin-protein ligase MARCHF6,,,,,,,,,2696150,2836510,2731460,2934420
O60341,KDM1A_HUMAN,KDM1A,Lysine-specific histone demethylase 1A,,,,,828297,647494,648339,556085,371152,492992,374959,551393
O60343,TBCD4_HUMAN,TBC1D4,TBC1 domain family member 4,,,,,526350,582155,444796,244680,,130674,140824,300974
O60353,FZD6_HUMAN,FZD6,Frizzled-6,,,,,,,,,225044,220315,204866,171689
O60427,FADS1_HUMAN,FADS1,Acyl-CoA (8-3)-desaturase,,,,,1260180,1380220,1268550,844064,1906110,1748250,1536900,1632650
O60462,NRP2_HUMAN,NRP2,Neuropilin-2,,,,,138352,169790,184962,,630840,663934,617751,683371
O60476,MA1A2_HUMAN,MAN1A2,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",,,,,4431080,3917490,2977780,4277070,7261920,6113910,6921660,6354630
O60488,ACSL4_HUMAN,ACSL4,Long-chain-fatty-acid--CoA ligase 4,,,,,2442790,2051640,2117930,1441450,1149520,,1368210,530431
O60493,SNX3_HUMAN,SNX3,Sorting nexin-3,259181,,,,,,,,794773,813924,708815,636846
O60506,HNRPQ_HUMAN,SYNCRIP,Heterogeneous nuclear ribonucleoprotein Q,1944850,2101590,1915900,1887940,1944690,1607780,2071930,1514650,1741170,1762160,1593580,1805550
O60507,TPST1_HUMAN,TPST1,Protein-tyrosine sulfotransferase 1,,,,,,,,,337543,279233,,
O60512,B4GT3_HUMAN,B4GALT3,"Beta-1,4-galactosyltransferase 3",,,,,411106,300856,375777,366155,1426910,1734600,1523830,1534820
O60513,B4GT4_HUMAN,B4GALT4,"Beta-1,4-galactosyltransferase 4",,,,,1781340,1829650,2358170,2772880,4627950,5523950,5850720,6653390
O60518,RNBP6_HUMAN,RANBP6,Ran-binding protein 6,,,,,63716.2,80793.1,69459.1,67548.5,50577.8,56013.7,87461.6,
O60547,GMDS_HUMAN,GMDS,"GDP-mannose 4,6 dehydratase",876248,935564,849314,866964,1086600,1010630,1239520,1097810,882880,1055310,988272,903218
O60563,CCNT1_HUMAN,CCNT1,Cyclin-T1,,,,,192950,,,130499,262641,187671,,
O60566,BUB1B_HUMAN,BUB1B,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,240385,222491,274268,267599,185291,121522,,,,142507,146321,164448
O60568,PLOD3_HUMAN,PLOD3,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,,,,,1675820,693029,1148480,1193230,1902870,1724110,1427620,2781380
O60573,IF4E2_HUMAN,EIF4E2,Eukaryotic translation initiation factor 4E type 2,,,,,,,,,,637933,471351,
O60613,SEP15_HUMAN,SELENOF,Selenoprotein F,,,,,80236.9,,,,270722,175522,162976,190118
O60645,EXOC3_HUMAN,EXOC3,Exocyst complex component 3,411902,319558,233570,346308,2270130,2056060,2377770,2078660,1492260,1579180,1435790,1475540
O60669,MOT2_HUMAN,SLC16A7,Monocarboxylate transporter 2,,,,,269467,287867,376318,271623,198867,,,285549
O60678,ANM3_HUMAN,PRMT3,Protein arginine N-methyltransferase 3,,,,,157950,123018,127965,103657,137427,133200,102560,140081
O60683,PEX10_HUMAN,PEX10,Peroxisome biogenesis factor 10,,,,,11726500,5970280,3789090,11527200,4194690,,,3655270
O60701,UGDH_HUMAN,UGDH,UDP-glucose 6-dehydrogenase,,,,,54823.8,110771,48239.7,,40022.6,,22699.7,30393.4
O60704,TPST2_HUMAN,TPST2,Protein-tyrosine sulfotransferase 2,,,,,151936,,43485,,2735550,1142940,,215446
O60716,CTND1_HUMAN,CTNND1,Catenin delta-1,1196130,934455,722274,863012,1111880,1171370,1581610,1192390,1461770,1534660,1553200,1453450
O60721,NCKX1_HUMAN,SLC24A1,Sodium/potassium/calcium exchanger 1,,,,,,,,,162397,161278,172546,169123
O60725,ICMT_HUMAN,ICMT,Protein-S-isoprenylcysteine O-methyltransferase,,,,,,,2216100,2534880,,,2017060,
O60749,SNX2_HUMAN,SNX2,Sorting nexin-2,574028,397565,393621,345339,481991,442939,480358,461611,453065,530381,451561,471842
O60762,DPM1_HUMAN,DPM1,Dolichol-phosphate mannosyltransferase subunit 1,11905400,10877300,10742300,9764610,63220700,59033300,74838600,62089500,49936800,51175000,54051700,51547700
O60763,USO1_HUMAN,USO1,General vesicular transport factor p115,418170,362272,280712,374579,408354,380146,303129,383792,403368,491677,359329,312281
O60783,RT14_HUMAN,MRPS14,Small ribosomal subunit protein uS14m,,304987,,,646554,627288,630964,,505406,502419,626488,563684
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879;Q99880,H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1L_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN,H2BC12;H2BC12L;H2BC13;H2BC14;H2BC15;H2BC18;H2BC4;H2BC5;H2BC9,Histone H2B type 1-K,6946390,5589710,5221280,4724140,7676430,6563560,6375890,6076000,6055590,6918260,5953380,5364360
O60826,CCD22_HUMAN,CCDC22,Coiled-coil domain-containing protein 22,,165126,189963,107205,195984,206796,,,232320,229527,293843,323292
O60830,TI17B_HUMAN,TIMM17B,Mitochondrial import inner membrane translocase subunit Tim17-B,267771,,,,1974520,1294370,2926260,907612,1422300,645324,964239,1305180
O60831,PRAF2_HUMAN,PRAF2,PRA1 family protein 2,,,,,2140450,1861370,1988930,1723790,2226060,1697850,1609970,1427980
O60841,IF2P_HUMAN,EIF5B,Eukaryotic translation initiation factor 5B,799377,791207,654179,586672,850935,776001,907282,681558,779568,970201,696997,694719
O60858,TRI13_HUMAN,TRIM13,E3 ubiquitin-protein ligase TRIM13,,,,,,,,,504831,589078,520228,568414
O60869,EDF1_HUMAN,EDF1,Endothelial differentiation-related factor 1,,,,,,,530890,,276930,218331,,
O60884,DNJA2_HUMAN,DNAJA2,DnaJ homolog subfamily A member 2,,,188897,255791,1619800,1848600,2549580,2840170,549104,641902,625162,1179910
O60909,B4GT2_HUMAN,B4GALT2,"Beta-1,4-galactosyltransferase 2",,,,,1887650,2061860,2561700,2383620,5822510,5065840,4740390,5987760
O60911,CATL2_HUMAN,CTSV,Cathepsin L2,,,,,314462,203857,226057,183699,1156500,1140650,1045480,1191380
O60942,MCE1_HUMAN,RNGTT,mRNA-capping enzyme,214659,287479,240081,290497,1355470,1294900,1518910,1428880,968065,1152530,1045780,1180010
O75027,ABCB7_HUMAN,ABCB7,"Iron-sulfur clusters transporter ABCB7, mitochondrial",,,,88893.3,3595760,3567890,4193280,3575670,1172340,1069820,1072480,800838
O75054,IGSF3_HUMAN,IGSF3,Immunoglobulin superfamily member 3,,,,,34025.7,,,,63119.5,61463.2,55697.1,41593.1
O75063,XYLK_HUMAN,FAM20B,Glycosaminoglycan xylosylkinase,,,,,124428,126926,108227,92555.8,138152,135921,148931,138460
O75072,FKTN_HUMAN,FKTN,Ribitol-5-phosphate transferase FKTN,,,,,779130,717897,728820,589675,1237460,1221210,1137520,1342710
O75083,WDR1_HUMAN,WDR1,WD repeat-containing protein 1,3482260,2668450,2687220,2764180,3241090,2971190,3173520,2782970,3039940,3283830,2986160,3002300
O75110,ATP9A_HUMAN,ATP9A,Probable phospholipid-transporting ATPase IIA,,,,,3576460,3548300,4435040,3014380,1022730,1209990,971544,558354
O75116;Q13464,ROCK1_HUMAN;ROCK2_HUMAN,ROCK1;ROCK2,Rho-associated protein kinase 2,160820,176848,231678,174234,440914,365484,,407746,374719,388078,369719,346404
O75127,PTCD1_HUMAN,PTCD1,"Pentatricopeptide repeat-containing protein 1, mitochondrial",,,,,492272,440279,374450,411037,525462,400646,356869,362529
O75131,CPNE3_HUMAN,CPNE3,Copine-3,,,,,70142,,61925.2,74398.5,138193,,,
O75143,ATG13_HUMAN,ATG13,Autophagy-related protein 13,,,,,129762,207964,246881,170222,255780,363491,318422,403409
O75146,HIP1R_HUMAN,HIP1R,Huntingtin-interacting protein 1-related protein,571326,463501,381317,378142,860913,819607,835098,738809,670055,612955,562290,531176
O75147,OBSL1_HUMAN,OBSL1,Obscurin-like protein 1,261258,346419,344270,261814,710907,718945,754171,559956,420167,423763,460952,395516
O75150,BRE1B_HUMAN,RNF40,E3 ubiquitin-protein ligase BRE1B,,,,,583521,678682,487417,497287,633459,877813,903719,504557
O75153,CLU_HUMAN,CLUH,Clustered mitochondria protein homolog,126130,210024,147175,243146,149062,130715,129596,,141504,187895,,152491
O75155,CAND2_HUMAN,CAND2,Cullin-associated NEDD8-dissociated protein 2,,,,,3001410,2819780,3300290,2349630,3990650,3616020,3823400,4037860
O75165,DJC13_HUMAN,DNAJC13,DnaJ homolog subfamily C member 13,192379,186870,166482,200428,348017,297500,270353,275940,220754,280541,264332,231308
O75170,PP6R2_HUMAN,PPP6R2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,126085,142252,167948,171397,1247890,1336860,1198940,1127650,938181,893111,910932,922909
O75175,CNOT3_HUMAN,CNOT3,CCR4-NOT transcription complex subunit 3,,,,,,60350.1,29698.8,33314.7,42453.6,34225.5,,
O75179,ANR17_HUMAN,ANKRD17,Ankyrin repeat domain-containing protein 17,258569,242847,138772,249280,451797,403640,558572,462983,569549,558511,547754,532573
O75190,DNJB6_HUMAN,DNAJB6,DnaJ homolog subfamily B member 6,,,,,1232420,2599200,2195120,3254400,4246060,3674510,4442660,3999140
O75192,PX11A_HUMAN,PEX11A,Peroxisomal membrane protein 11A,,,,,171439,130904,185585,143798,147812,177469,185069,115294
O75251,NDUS7_HUMAN,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",649120,577615,,,5259770,6195530,5160750,5975440,2256550,2472470,1672010,3437610
O75306,NDUS2_HUMAN,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",791764,1069890,870790,611981,11759600,11096800,10397400,9549340,4382300,4007890,3635610,4411230
O75317;P62068,UBP12_HUMAN;UBP46_HUMAN,USP12;USP46,Ubiquitin carboxyl-terminal hydrolase 12,,,,,,,,103259,,138975,162068,111207
O75330,HMMR_HUMAN,HMMR,Hyaluronan mediated motility receptor,1362030,1621070,1560260,1503650,1437410,1342480,1428140,1388380,1232420,1773980,1669110,1683050
